forex_date,forex_volume,forex_vwap,forex_transactions,forex_open_price,forex_close_price,forex_highest_price,forex_lowest_price,forex_diff,forex_percent_inc
2023-09-19 00:00:00,186567,1.06940,186567,1.06814,1.06499,1.07370,1.06460,-.00213,.000
2023-09-20 00:00:00,200176,1.06500,200176,1.06496,1.06601,1.06735,1.06165,-.00531,-.934
2023-09-21 00:00:00,175051,1.06500,175051,1.06602,1.06710,1.06720,1.06140,-.00425,.000
2023-09-23 00:00:00,3695,1.06490,3695,1.06398,1.06478,1.06520,1.06398,-.00629,-.934
2023-09-24 00:00:00,163400,1.06190,163400,1.06480,1.05910,1.06555,1.05740,-.00547,-.934
2023-09-25 00:00:00,175701,1.05850,175701,1.05913,1.05691,1.06090,1.05600,-.01114,-.934
2023-09-26 00:00:00,206483,1.05350,206483,1.05687,1.05053,1.05740,1.04870,-.01340,-.934
2023-09-27 00:00:00,211174,1.05360,211174,1.05053,1.05621,1.05790,1.04900,-.01974,-1.869
2023-09-28 00:00:00,199121,1.05860,199121,1.05620,1.05850,1.06171,1.05560,-.01407,-.934
2023-09-30 00:00:00,4100,1.05620,4100,1.05664,1.05639,1.05741,1.05570,-.01363,-.934
2023-10-01 00:00:00,177930,1.05250,177930,1.05639,1.04797,1.05920,1.04740,-.01388,-.934
2023-10-02 00:00:00,212216,1.04710,212216,1.04798,1.04680,1.04940,1.04470,-.02229,-1.869
2023-10-03 00:00:00,206080,1.04950,206080,1.04685,1.05066,1.05321,1.04500,-.02342,-1.869
2023-10-04 00:00:00,200340,1.05230,200340,1.05063,1.05450,1.05530,1.04990,-.01964,-1.869
2023-10-05 00:00:00,207353,1.05510,207353,1.05461,1.06000,1.06010,1.04820,-.01566,-1.869
